사용일자,호선명,역명,승차총승객수,하차총승객수,등록일자
20200308,분당선,구룡,360,387,20200311
20200308,분당선,도곡,1287,1356,20200311
20200308,분당선,한티,4112,4143,20200311
20200308,분당선,선릉,1614,2490,20200311
20200308,과천선,범계,8418,8110,20200311
20200308,과천선,평촌,3898,3730,20200311
20200308,과천선,인덕원,6417,6220,20200311
20200308,과천선,정부과천청사,2038,2171,20200311
20200308,과천선,과천,1407,1245,20200311
20200308,과천선,대공원,1855,2022,20200311
20200308,과천선,경마공원,614,580,20200311
20200308,과천선,선바위,2139,2021,20200311
20200308,공항철도 1호선,영종,1210,1193,20200311
20200308,공항철도 1호선,인천공항2터미널,2291,1960,20200311
20200308,공항철도 1호선,인천공항1터미널,4594,4530,20200311
20200308,공항철도 1호선,공항화물청사,991,1082,20200311
20200308,공항철도 1호선,운서,3825,4023,20200311
20200308,공항철도 1호선,청라국제도시,1769,1651,20200311
20200308,공항철도 1호선,검암,2520,2631,20200311
20200308,공항철도 1호선,계양,3086,2871,20200311
20200308,공항철도 1호선,김포공항,3997,2348,20200311
20200308,공항철도 1호선,마곡나루,1075,1147,20200311
20200308,공항철도 1호선,디지털미디어시티,2217,2167,20200311
20200308,공항철도 1호선,홍대입구,4765,4495,20200311
20200308,공항철도 1호선,공덕,712,956,20200311
20200308,공항철도 1호선,서울역,2850,2762,20200311
20200308,경춘선,춘천,891,741,20200311
20200308,경춘선,남춘천,1185,1229,20200311
20200308,경춘선,김유정,294,282,20200311
20200308,경춘선,강촌,467,390,20200311
20200308,경춘선,백양리,95,65,20200311
20200308,경춘선,굴봉산,103,143,20200311
20200308,경춘선,가평,828,727,20200311
20200308,경춘선,상천,382,264,20200311
20200308,경춘선,청평,888,825,20200311
20200308,경춘선,대성리,396,318,20200311
20200308,경춘선,마석,1477,1556,20200311
20200308,경춘선,천마산,644,665,20200311
20200308,경춘선,평내호평,1919,1915,20200311
20200308,경춘선,금곡,576,555,20200311
20200308,경춘선,사릉,1004,1007,20200311
20200308,경춘선,퇴계원,1258,1210,20200311
20200308,경춘선,별내,937,927,20200311
20200308,경춘선,갈매,898,805,20200311
20200308,경춘선,신내,487,504,20200311
20200308,경인선,도화,1432,1299,20200311
20200308,경인선,중동,3005,2833,20200311
20200308,경인선,온수(성공회대입구),2291,2127,20200311
20200308,경인선,도원,1106,1155,20200311
20200308,경인선,간석,2056,1984,20200311
20200308,경인선,부개,3002,2744,20200311
20200308,경인선,소사,3703,3381,20200311
20200308,경인선,구일,1892,1924,20200311
20200308,경인선,인천,1859,1536,20200311
20200308,경인선,동인천,5924,5749,20200311
20200308,경인선,제물포,3382,3256,20200311
20200308,경인선,주안,7956,7178,20200311
20200308,경인선,동암,6526,6303,20200311
20200308,경인선,백운,2568,2486,20200311
20200308,경인선,부평,13609,13902,20200311
20200308,경인선,송내,9121,8787,20200311
20200308,경인선,부천,14293,13968,20200311
20200308,경인선,역곡,9450,8970,20200311
20200308,경인선,오류동,4263,3920,20200311
20200308,경인선,개봉,7405,7211,20200311
20200308,경의선,문산,2062,2043,20200311
20200308,경의선,파주,460,371,20200311
20200308,경의선,월롱,537,984,20200311
20200308,경의선,금촌,2502,2565,20200311
20200308,경의선,금릉,1635,1538,20200311
20200308,경의선,운정,1997,1887,20200311
20200308,경의선,야당,2118,1960,20200311
20200308,경의선,탄현,2527,2375,20200311
20200308,경의선,일산,2951,2836,20200311
20200308,경의선,풍산,1901,1831,20200311
20200308,경의선,백마,1956,1781,20200311
20200308,경의선,곡산,229,225,20200311
20200308,경의선,능곡,1328,1249,20200311
20200308,경의선,행신,2322,2205,20200311
20200308,경의선,강매,840,718,20200311
20200308,경의선,화전,444,477,20200311
20200308,경의선,수색,462,485,20200311
20200308,경의선,디지털미디어시티,755,665,20200311
20200308,경의선,가좌,1716,1570,20200311
20200308,경의선,홍대입구,889,985,20200311
20200308,경의선,서강대,740,734,20200311
20200308,경의선,공덕,940,741,20200311
20200308,경의선,효창공원앞,847,934,20200311
20200308,경의선,신촌,154,174,20200311
20200308,경의선,서울역,501,467,20200311
20200308,경원선,소요산,2650,2229,20200311
20200308,경원선,동두천,799,1106,20200311
20200308,경원선,보산,801,689,20200311
20200308,경원선,동두천중앙,1365,1338,20200311
20200308,경원선,지행,2582,2606,20200311
20200308,경원선,덕정,2118,2166,20200311
20200308,경원선,덕계,931,832,20200311
20200308,경원선,양주,3248,3233,20200311
20200308,경원선,녹양,1847,1718,20200311
20200308,경원선,가능,2732,2509,20200311
20200308,경원선,의정부,9371,9178,20200311
20200308,경원선,회룡,4531,4483,20200311
20200308,경원선,망월사,2919,3031,20200311
20200308,경원선,도봉산,6893,4861,20200311
20200308,경원선,도봉,2508,2280,20200311
20200308,경원선,방학,3737,3569,20200311
20200308,경원선,녹천,1778,1427,20200311
20200308,경원선,월계,2368,2174,20200311
20200308,경원선,광운대,2910,2886,20200311
20200308,경원선,석계,3384,3709,20200311
20200308,경원선,신이문,3003,2772,20200311
20200308,경원선,외대앞,2964,2880,20200311
20200308,경원선,청량리(서울시립대입구),6246,6290,20200311
20200308,경원선,왕십리(성동구청),5358,6015,20200311
20200308,경원선,응봉,672,608,20200311
20200308,경원선,옥수,23,8,20200311
20200308,경원선,한남,1430,1433,20200311
20200308,경원선,서빙고,555,550,20200311
20200308,경원선,이촌(국립중앙박물관),1196,991,20200311
20200308,경부선,광명,1027,823,20200311
20200308,경부선,서동탄,399,423,20200311
20200308,경부선,당정,1757,1753,20200311
20200308,경부선,천안,2153,2113,20200311
20200308,경부선,두정,1547,1826,20200311
20200308,경부선,직산,257,289,20200311
20200308,경부선,성환,1104,1295,20200311
20200308,경부선,평택,5509,5753,20200311
20200308,경부선,지제,836,932,20200311
20200308,경부선,서정리,2034,3096,20200311
20200308,경부선,송탄,1913,2004,20200311
20200308,경부선,진위,404,381,20200311
20200308,경부선,오산,3893,4345,20200311
20200308,경부선,오산대,1036,978,20200311
20200308,경부선,세마,859,801,20200311
20200308,경부선,병점,4835,5390,20200311
20200308,경부선,세류,1225,1191,20200311
20200308,경부선,독산,3511,3507,20200311
20200308,경부선,수원,15736,16162,20200311
20200308,경부선,화서,2282,2108,20200311
20200308,경부선,성균관대,4295,4490,20200311
20200308,경부선,의왕,2513,2539,20200311
20200308,경부선,군포,1905,1763,20200311
20200308,경부선,금정,8019,8441,20200311
20200308,경부선,명학,2075,1997,20200311
20200308,경부선,안양,8613,8132,20200311
20200308,경부선,관악,3211,2795,20200311
20200308,경부선,석수,3426,3527,20200311
20200308,경부선,금천구청,3807,3566,20200311
20200308,경부선,가산디지털단지,2862,3723,20200311
20200308,경부선,구로,5190,5229,20200311
20200308,경부선,신길,3143,2698,20200311
20200308,경부선,신도림,1243,1195,20200311
20200308,경부선,영등포,18059,17863,20200311
20200308,경부선,대방,3731,3894,20200311
20200308,경부선,노량진,4004,3653,20200311
20200308,경부선,용산,14727,13517,20200311
20200308,경부선,남영,2654,2765,20200311
20200308,경부선,서울역,1775,436,20200311
20200308,경강선,여주,914,813,20200311
20200308,경강선,세종대왕릉,145,132,20200311
20200308,경강선,부발,629,1101,20200311
20200308,경강선,이천,958,1036,20200311
20200308,경강선,신둔도예촌,377,349,20200311
20200308,경강선,곤지암,659,785,20200311
20200308,경강선,초월,816,839,20200311
20200308,경강선,경기광주,1867,1770,20200311
20200308,경강선,삼동,562,584,20200311
20200308,경강선,이매,317,228,20200311
20200308,경강선,판교,1286,1193,20200311
20200308,9호선2~3단계,중앙보훈병원,1994,1908,20200311
20200308,9호선2~3단계,둔촌오륜,220,224,20200311
20200308,9호선2~3단계,올림픽공원(한국체대),1767,1835,20200311
20200308,9호선2~3단계,한성백제,839,708,20200311
20200308,9호선2~3단계,송파나루,1599,1639,20200311
20200308,9호선2~3단계,석촌,2638,2263,20200311
20200308,9호선2~3단계,석촌고분,1854,1796,20200311
20200308,9호선2~3단계,삼전,2226,2237,20200311
20200308,9호선2~3단계,종합운동장,1292,1220,20200311
20200308,9호선2~3단계,봉은사,4051,4102,20200311
20200308,9호선2~3단계,삼성중앙,1238,1313,20200311
20200308,9호선2~3단계,선정릉,1775,1945,20200311
20200308,9호선2~3단계,언주,1855,1788,20200311
20200308,9호선,신논현,9075,9063,20200311
20200308,9호선,사평,604,583,20200311
20200308,9호선,고속터미널,4892,6582,20200311
20200308,9호선,신반포,722,793,20200311
20200308,9호선,구반포,655,684,20200311
20200308,9호선,동작(현충원),800,639,20200311
20200308,9호선,흑석(중앙대입구),2390,2526,20200311
20200308,9호선,노들,1455,1250,20200311
20200308,9호선,노량진,10015,11052,20200311
20200308,9호선,샛강,1032,1031,20200311
20200308,9호선,여의도,3514,3371,20200311
20200308,9호선,국회의사당,1992,1798,20200311
20200308,9호선,당산,5267,5084,20200311
20200308,9호선,선유도,1611,1570,20200311
20200308,9호선,신목동,865,812,20200311
20200308,9호선,염창,5084,4941,20200311
20200308,9호선,등촌,2975,3000,20200311
20200308,9호선,증미,1508,1521,20200311
20200308,9호선,가양,6477,6228,20200311
20200308,9호선,양천향교,2522,2610,20200311
20200308,9호선,마곡나루,3220,3317,20200311
20200308,9호선,신방화,2147,2090,20200311
20200308,9호선,공항시장,1175,1252,20200311
20200308,9호선,김포공항,3857,4732,20200311
20200308,9호선,개화,739,627,20200311
20200308,8호선,모란,1543,1322,20200311
20200308,8호선,수진,1824,1670,20200311
20200308,8호선,신흥,1764,1843,20200311
20200308,8호선,단대오거리,3347,3279,20200311
20200308,8호선,남한산성입구(성남법원.검찰청),4462,3928,20200311
20200308,8호선,산성,2276,2303,20200311
20200308,8호선,복정,2694,2593,20200311
20200308,8호선,장지,5521,5744,20200311
20200308,8호선,문정,3448,3668,20200311
20200308,8호선,가락시장,2011,2813,20200311
20200308,8호선,송파,2579,2495,20200311
20200308,8호선,석촌,2679,3271,20200311
20200308,8호선,잠실(송파구청),5769,6146,20200311
20200308,8호선,몽촌토성(평화의문),1920,1992,20200311
20200308,8호선,강동구청,2817,2844,20200311
20200308,8호선,천호(풍납토성),6282,7288,20200311
20200308,8호선,암사,5906,5353,20200311
20200308,7호선,부평구청,3165,2720,20200311
20200308,7호선,굴포천,2987,3047,20200311
20200308,7호선,삼산체육관,1379,1234,20200311
20200308,7호선,상동,4439,4178,20200311
20200308,7호선,부천시청,4040,3973,20200311
20200308,7호선,신중동,4327,4241,20200311
20200308,7호선,춘의,2158,2095,20200311
20200308,7호선,부천종합운동장,1510,1367,20200311
20200308,7호선,까치울,2496,2482,20200311
20200308,7호선,온수(성공회대입구),2660,2687,20200311
20200308,7호선,천왕,2657,2502,20200311
20200308,7호선,광명사거리,8299,8079,20200311
20200308,7호선,철산,6462,6531,20200311
20200308,7호선,가산디지털단지,6473,6151,20200311
20200308,7호선,남구로,4194,4049,20200311
20200308,7호선,대림(구로구청),3111,2870,20200311
20200308,7호선,신풍,3579,3345,20200311
20200308,7호선,보라매,2680,2637,20200311
20200308,7호선,신대방삼거리,5471,5179,20200311
20200308,7호선,장승배기,3348,3313,20200311
20200308,7호선,상도,3270,3277,20200311
20200308,7호선,숭실대입구(살피재),3657,3777,20200311
20200308,7호선,남성,3575,3563,20200311
20200308,7호선,이수,5288,5075,20200311
20200308,7호선,내방,3192,3270,20200311
20200308,7호선,고속터미널,6755,4784,20200311
20200308,7호선,반포,1773,1904,20200311
20200308,7호선,논현,4489,4787,20200311
20200308,7호선,학동,3854,4082,20200311
20200308,7호선,강남구청,3479,3919,20200311
20200308,7호선,청담,4252,4591,20200311
20200308,7호선,뚝섬유원지,6126,6148,20200311
20200308,7호선,건대입구,5339,5365,20200311
20200308,7호선,어린이대공원(세종대),4130,4247,20200311
20200308,7호선,군자(능동),5106,4040,20200311
20200308,7호선,중곡,3409,3167,20200311
20200308,7호선,용마산,2234,2430,20200311
20200308,7호선,사가정,6271,6050,20200311
20200308,7호선,면목,5656,5447,20200311
20200308,7호선,상봉(시외버스터미널),6582,6140,20200311
20200308,7호선,중화,4186,3992,20200311
20200308,7호선,먹골,3764,3656,20200311
20200308,7호선,태릉입구,3164,2816,20200311
20200308,7호선,공릉(서울과학기술대),4306,4458,20200311
20200308,7호선,하계,5954,5489,20200311
20200308,7호선,중계,4413,3970,20200311
20200308,7호선,노원,7258,7461,20200311
20200308,7호선,마들,3699,3391,20200311
20200308,7호선,수락산,6376,6373,20200311
20200308,7호선,도봉산,4141,6269,20200311
20200308,7호선,장암,1024,691,20200311
20200308,6호선,봉화산(서울의료원),2714,2600,20200311
20200308,6호선,화랑대(서울여대입구),3095,2603,20200311
20200308,6호선,태릉입구,1946,2124,20200311
20200308,6호선,석계,4466,4348,20200311
20200308,6호선,돌곶이,4365,4247,20200311
20200308,6호선,상월곡(한국과학기술연구원),2050,1780,20200311
20200308,6호선,월곡(동덕여대),3610,3525,20200311
20200308,6호선,고려대(종암),2580,2458,20200311
20200308,6호선,안암(고대병원앞),3245,3484,20200311
20200308,6호선,보문,2675,2557,20200311
20200308,6호선,창신,1060,872,20200311
20200308,6호선,동묘앞,3703,3628,20200311
20200308,6호선,신당,2742,3490,20200311
20200308,6호선,청구,1060,1083,20200311
20200308,6호선,약수,1193,1161,20200311
20200308,6호선,버티고개,658,771,20200311
20200308,6호선,한강진,3330,4053,20200311
20200308,6호선,이태원,8484,7823,20200311
20200308,6호선,녹사평(용산구청),3043,3155,20200311
20200308,6호선,삼각지,2178,1576,20200311
20200308,6호선,효창공원앞,2193,2014,20200311
20200308,6호선,공덕,4404,4264,20200311
20200308,6호선,대흥(서강대앞),2406,2445,20200311
20200308,6호선,광흥창(서강),2324,2247,20200311
20200308,6호선,상수,3948,4571,20200311
20200308,6호선,합정,6211,5771,20200311
20200308,6호선,망원,6451,6849,20200311
20200308,6호선,마포구청,4737,4182,20200311
20200308,6호선,월드컵경기장(성산),2504,2419,20200311
20200308,6호선,디지털미디어시티,3506,3586,20200311
20200308,6호선,증산(명지대앞),3799,3822,20200311
20200308,6호선,새절(신사),4426,4247,20200311
20200308,6호선,구산,2465,1708,20200311
20200308,6호선,독바위,1176,1559,20200311
20200308,6호선,불광,2180,2053,20200311
20200308,6호선,역촌,1234,1470,20200311
20200308,6호선,응암,6359,6232,20200311
20200308,5호선,마천,2050,2286,20200311
20200308,5호선,거여,2223,2263,20200311
20200308,5호선,개롱,1838,2012,20200311
20200308,5호선,오금,904,928,20200311
20200308,5호선,방이,2179,2180,20200311
20200308,5호선,올림픽공원(한국체대),1208,1097,20200311
20200308,5호선,둔촌동,2562,2623,20200311
20200308,5호선,상일동,4382,4120,20200311
20200308,5호선,고덕,2247,2275,20200311
20200308,5호선,명일,2172,2123,20200311
20200308,5호선,굽은다리(강동구민회관앞),2929,2792,20200311
20200308,5호선,길동,2458,2503,20200311
20200308,5호선,강동,6257,5838,20200311
20200308,5호선,천호(풍납토성),7830,7463,20200311
20200308,5호선,광나루(장신대),5029,5011,20200311
20200308,5호선,아차산(어린이대공원후문),6850,6864,20200311
20200308,5호선,군자(능동),3993,4394,20200311
20200308,5호선,장한평,4762,4669,20200311
20200308,5호선,답십리,4737,4418,20200311
20200308,5호선,마장,1808,1761,20200311
20200308,5호선,왕십리(성동구청),1451,1727,20200311
20200308,5호선,행당,2371,2214,20200311
20200308,5호선,신금호,1865,1981,20200311
20200308,5호선,청구,1168,1027,20200311
20200308,5호선,동대문역사문화공원,373,486,20200311
20200308,5호선,을지로4가,783,890,20200311
20200308,5호선,종로3가,4144,3897,20200311
20200308,5호선,광화문(세종문화회관),5540,5580,20200311
20200308,5호선,서대문,3133,3047,20200311
20200308,5호선,충정로(경기대입구),856,873,20200311
20200308,5호선,애오개,1853,1873,20200311
20200308,5호선,공덕,2764,2821,20200311
20200308,5호선,마포,3063,2979,20200311
20200308,5호선,여의나루,6250,6667,20200311
20200308,5호선,여의도,3842,3908,20200311
20200308,5호선,신길,1067,1306,20200311
20200308,5호선,영등포시장,2788,2885,20200311
20200308,5호선,영등포구청,853,844,20200311
20200308,5호선,양평,1577,1659,20200311
20200308,5호선,오목교(목동운동장앞),7173,7363,20200311
20200308,5호선,목동,4893,5047,20200311
20200308,5호선,신정(은행정),3961,3441,20200311
20200308,5호선,까치산,10682,10447,20200311
20200308,5호선,화곡,9513,8953,20200311
20200308,5호선,우장산,4145,4070,20200311
20200308,5호선,발산,5348,5708,20200311
20200308,5호선,마곡,1604,1670,20200311
20200308,5호선,송정,2534,2541,20200311
20200308,5호선,김포공항,3264,3152,20200311
20200308,5호선,개화산,2086,2040,20200311
20200308,5호선,방화,2400,2306,20200311
20200308,4호선,남태령,354,281,20200311
20200308,4호선,사당,8730,8626,20200311
20200308,4호선,총신대입구(이수),6422,6948,20200311
20200308,4호선,동작(현충원),1263,1315,20200311
20200308,4호선,이촌(국립중앙박물관),1988,2458,20200311
20200308,4호선,신용산,3824,3922,20200311
20200308,4호선,삼각지,1152,1561,20200311
20200308,4호선,숙대입구(갈월),4220,4076,20200311
20200308,4호선,서울역,2396,4326,20200311
20200308,4호선,회현(남대문시장),4855,5284,20200311
20200308,4호선,명동,5851,6399,20200311
20200308,4호선,충무로,4899,5076,20200311
20200308,4호선,동대문역사문화공원,5471,5850,20200311
20200308,4호선,동대문,3716,4339,20200311
20200308,4호선,혜화,11531,12207,20200311
20200308,4호선,한성대입구(삼선교),4906,4873,20200311
20200308,4호선,성신여대입구(돈암),8218,7727,20200311
20200308,4호선,길음,6385,6090,20200311
20200308,4호선,미아사거리,10808,10155,20200311
20200308,4호선,미아(서울사이버대학),5662,5278,20200311
20200308,4호선,수유(강북구청),14179,13128,20200311
20200308,4호선,쌍문,11118,9639,20200311
20200308,4호선,창동,9717,10325,20200311
20200308,4호선,노원,7923,8586,20200311
20200308,4호선,상계,7181,6693,20200311
20200308,4호선,당고개,5251,5012,20200311
20200308,3호선,오금,1732,1581,20200311
20200308,3호선,경찰병원,1629,1681,20200311
20200308,3호선,가락시장,2194,2399,20200311
20200308,3호선,수서,5003,5051,20200311
20200308,3호선,일원,1778,1836,20200311
20200308,3호선,대청,2491,2273,20200311
20200308,3호선,학여울,432,435,20200311
20200308,3호선,대치,2832,2664,20200311
20200308,3호선,도곡,1116,1091,20200311
20200308,3호선,매봉,2220,2181,20200311
20200308,3호선,양재(서초구청),7279,8572,20200311
20200308,3호선,남부터미널(예술의전당),8265,8747,20200311
20200308,3호선,교대(법원.검찰청),2385,1522,20200311
20200308,3호선,고속터미널,20697,19736,20200311
20200308,3호선,잠원,1557,1560,20200311
20200308,3호선,신사,8588,9001,20200311
20200308,3호선,압구정,8233,8641,20200311
20200308,3호선,옥수,3172,3305,20200311
20200308,3호선,금호,2807,2629,20200311
20200308,3호선,약수,4284,4121,20200311
20200308,3호선,동대입구,2912,3407,20200311
20200308,3호선,을지로3가,1305,1403,20200311
20200308,3호선,종로3가,2305,2953,20200311
20200308,3호선,안국,4475,5058,20200311
20200308,3호선,경복궁(정부서울청사),5196,5548,20200311
20200308,3호선,독립문,2475,2678,20200311
20200308,3호선,무악재,1161,1246,20200311
20200308,3호선,홍제,5967,5766,20200311
20200308,3호선,녹번,3935,3492,20200311
20200308,3호선,불광,6474,7828,20200311
20200308,3호선,연신내,15155,14154,20200311
20200308,3호선,구파발,6808,6941,20200311
20200308,3호선,지축,917,893,20200311
20200308,2호선,용두(동대문구청),733,708,20200311
20200308,2호선,신정네거리,2954,2888,20200311
20200308,2호선,양천구청,1909,1906,20200311
20200308,2호선,도림천,297,268,20200311
20200308,2호선,신설동,1666,1707,20200311
20200308,2호선,신답,470,528,20200311
20200308,2호선,용답,1008,1009,20200311
20200308,2호선,충정로(경기대입구),2440,2575,20200311
20200308,2호선,아현,3052,3068,20200311
20200308,2호선,이대,3924,4076,20200311
20200308,2호선,신촌,14669,14832,20200311
20200308,2호선,홍대입구,28285,28251,20200311
20200308,2호선,합정,12557,13245,20200311
20200308,2호선,당산,6111,6621,20200311
20200308,2호선,영등포구청,5210,5229,20200311
20200308,2호선,문래,4281,4532,20200311
20200308,2호선,신도림,17599,17780,20200311
20200308,2호선,대림(구로구청),9028,9034,20200311
20200308,2호선,구로디지털단지,16434,15956,20200311
20200308,2호선,신대방,10283,10054,20200311
20200308,2호선,신림,26703,26028,20200311
20200308,2호선,봉천,8325,7945,20200311
20200308,2호선,서울대입구(관악구청),19096,19675,20200311
20200308,2호선,낙성대,10605,10479,20200311
20200308,2호선,사당,13440,15010,20200311
20200308,2호선,방배,4016,4217,20200311
20200308,2호선,서초,3692,3392,20200311
20200308,2호선,교대(법원.검찰청),6321,7222,20200311
20200308,2호선,강남,22855,22861,20200311
20200308,2호선,역삼,7023,7611,20200311
20200308,2호선,선릉,8034,7237,20200311
20200308,2호선,삼성(무역센터),11616,11593,20200311
20200308,2호선,종합운동장,1887,2174,20200311
20200308,2호선,잠실새내,6733,7032,20200311
20200308,2호선,잠실(송파구청),27466,25257,20200311
20200308,2호선,잠실나루,3263,3312,20200311
20200308,2호선,강변(동서울터미널),13566,13455,20200311
20200308,2호선,구의(광진구청),7880,7728,20200311
20200308,2호선,건대입구,17753,18408,20200311
20200308,2호선,성수,7081,7902,20200311
20200308,2호선,뚝섬,5658,6056,20200311
20200308,2호선,한양대,1685,1841,20200311
20200308,2호선,왕십리(성동구청),6226,5311,20200311
20200308,2호선,상왕십리,4210,4135,20200311
20200308,2호선,신당,5202,5661,20200311
20200308,2호선,동대문역사문화공원,4246,5372,20200311
20200308,2호선,을지로4가,1780,1753,20200311
20200308,2호선,을지로3가,3084,2848,20200311
20200308,2호선,을지로입구,9660,9644,20200311
20200308,2호선,시청,2631,2398,20200311
20200308,1호선,동묘앞,7406,7398,20200311
20200308,1호선,청량리(서울시립대입구),8894,8874,20200311
20200308,1호선,제기동,6161,6379,20200311
20200308,1호선,신설동,4928,4813,20200311
20200308,1호선,동대문,5087,5797,20200311
20200308,1호선,종로5가,4621,4777,20200311
20200308,1호선,종로3가,8320,7600,20200311
20200308,1호선,종각,7102,6615,20200311
20200308,1호선,시청,3941,3774,20200311
20200308,1호선,서울역,11143,11045,20200311
20200307,중앙선,지평,21,33,20200310
20200307,중앙선,용문,1045,1161,20200310
20200307,중앙선,원덕,178,177,20200310
20200307,중앙선,양평,1380,1516,20200310
20200307,중앙선,오빈,139,175,20200310
20200307,중앙선,아신,313,339,20200310
20200307,중앙선,국수,376,408,20200310
20200307,중앙선,신원,143,162,20200310
20200307,중앙선,양수,1136,1190,20200310
20200307,중앙선,운길산,790,723,20200310
20200307,중앙선,팔당,996,1042,20200310
20200307,중앙선,도심,1107,1000,20200310
20200307,중앙선,덕소,3008,3149,20200310
20200307,중앙선,양정,461,416,20200310
20200307,중앙선,도농,4212,3835,20200310
20200307,중앙선,구리,6904,7116,20200310
20200307,중앙선,양원,712,744,20200310
20200307,중앙선,망우,3872,3874,20200310
20200307,중앙선,상봉(시외버스터미널),3320,3134,20200310
20200307,중앙선,중랑,3108,2980,20200310
20200307,중앙선,회기,12126,11278,20200310
20200307,장항선,신창(순천향대),427,375,20200310
20200307,장항선,온양온천,1519,1610,20200310
20200307,장항선,배방,431,383,20200310
20200307,장항선,아산,935,816,20200310
20200307,장항선,쌍용(나사렛대),653,562,20200310
20200307,장항선,봉명,410,393,20200310
20200307,일산선,대화,5659,4965,20200310
20200307,일산선,주엽,3669,3747,20200310
20200307,일산선,정발산,3980,4471,20200310
20200307,일산선,마두,3131,3225,20200310
20200307,일산선,백석,5186,5293,20200310
20200307,일산선,대곡,823,734,20200310
20200307,일산선,화정,8339,8683,20200310
20200307,일산선,원당,5398,5014,20200310
20200307,일산선,삼송,8215,7786,20200310
20200307,일산선,원흥,4276,3910,20200310
20200307,우이신설선,신설동,1030,962,20200310
20200307,우이신설선,보문,808,811,20200310
20200307,우이신설선,성신여대입구(돈암),1731,2120,20200310
20200307,우이신설선,정릉,2253,1910,20200310
20200307,우이신설선,북한산보국문,3122,2744,20200310
20200307,우이신설선,솔샘,2278,2014,20200310
20200307,우이신설선,삼양사거리,1274,1370,20200310
20200307,우이신설선,삼양,1032,1146,20200310
20200307,우이신설선,화계,1660,1495,20200310
20200307,우이신설선,가오리,1868,1753,20200310
20200307,우이신설선,4.19민주묘지,1517,1295,20200310
20200307,우이신설선,솔밭공원,1150,1135,20200310
20200307,우이신설선,북한산우이,1978,2053,20200310
20200307,안산선,수리산,1878,1678,20200310
20200307,안산선,오이도,4512,4571,20200310
20200307,안산선,정왕,3417,3398,20200310
20200307,안산선,신길온천,801,774,20200310
20200307,안산선,안산,6284,5973,20200310
20200307,안산선,초지,1916,1820,20200310
20200307,안산선,고잔,3609,3549,20200310
20200307,안산선,중앙,8641,9762,20200310
20200307,안산선,한대앞,3850,3830,20200310
20200307,안산선,상록수,9627,9243,20200310
20200307,안산선,반월,2262,2140,20200310
20200307,안산선,대야미,2696,2283,20200310
20200307,안산선,산본,8255,8976,20200310
20200307,수인선,인천,508,790,20200310
20200307,수인선,신포,882,967,20200310
20200307,수인선,숭의,1786,1663,20200310
20200307,수인선,인하대,2471,2320,20200310
20200307,수인선,송도,1399,1319,20200310
20200307,수인선,연수,2628,2741,20200310
20200307,수인선,원인재,2400,2436,20200310
20200307,수인선,남동인더스파크,758,731,20200310
20200307,수인선,호구포,1599,1545,20200310
20200307,수인선,인천논현,3039,3179,20200310
20200307,수인선,소래포구,2431,2543,20200310
20200307,수인선,월곶,1314,1239,20200310
20200307,수인선,달월,32,20,20200310
20200307,분당선,매교,860,941,20200310
20200307,분당선,수원시청,5883,7033,20200310
20200307,분당선,매탄권선,1923,1720,20200310
20200307,분당선,망포,5153,4593,20200310
20200307,분당선,영통,3576,3536,20200310
20200307,분당선,청명,1440,1389,20200310
20200307,분당선,상갈,2105,2113,20200310
20200307,분당선,기흥,3952,3778,20200310
20200307,분당선,신갈,1464,1488,20200310
20200307,분당선,구성,1731,1888,20200310
20200307,분당선,죽전,5605,6125,20200310
20200307,분당선,보정,785,731,20200310
20200307,분당선,이매,2000,1967,20200310
20200307,분당선,오리,4806,4006,20200310
20200307,분당선,미금,6757,6826,20200310
20200307,분당선,정자,6300,6626,20200310
20200307,분당선,수내,5059,4799,20200310
20200307,분당선,서현,9886,10140,20200310
20200307,분당선,야탑,9990,10299,20200310
20200307,분당선,모란,10199,10473,20200310
20200307,분당선,태평,7163,6888,20200310
20200307,분당선,가천대,2870,3183,20200310
20200307,분당선,선정릉,2254,2314,20200310
20200307,분당선,강남구청,3085,3676,20200310
20200307,분당선,압구정로데오,9709,11270,20200310
20200307,분당선,서울숲,3828,3937,20200310
20200307,분당선,수원,3868,2615,20200310
20200307,분당선,수서,4899,5011,20200310
20200307,분당선,대모산입구,1444,1332,20200310
20200307,분당선,개포동,1386,1339,20200310
20200307,분당선,구룡,616,618,20200310
20200307,분당선,도곡,2571,2417,20200310
20200307,분당선,한티,6258,6297,20200310
20200307,분당선,선릉,3144,5094,20200310
20200307,과천선,범계,12188,12122,20200310
20200307,과천선,평촌,5802,5715,20200310
20200307,과천선,인덕원,9457,9100,20200310
20200307,과천선,정부과천청사,2835,2850,20200310
20200307,과천선,과천,2244,2010,20200310
20200307,과천선,대공원,1453,1660,20200310
20200307,과천선,경마공원,692,730,20200310
20200307,과천선,선바위,3104,2833,20200310
20200307,공항철도 1호선,영종,1445,1529,20200310
20200307,공항철도 1호선,인천공항2터미널,2150,1813,20200310
20200307,공항철도 1호선,인천공항1터미널,4229,4315,20200310
20200307,공항철도 1호선,공항화물청사,1285,1362,20200310
20200307,공항철도 1호선,운서,4494,4657,20200310
20200307,공항철도 1호선,청라국제도시,2317,2179,20200310
20200307,공항철도 1호선,검암,3265,3304,20200310
20200307,공항철도 1호선,계양,4230,3929,20200310
20200307,공항철도 1호선,김포공항,4249,2715,20200310
20200307,공항철도 1호선,마곡나루,1491,1562,20200310
